domain,label,source
deluxonlineservice.shop,Suspected,training_set
crsorgi.gov.in.govi.ltd,Suspected,training_set
dc.crsorgi.gov.in.pgoneindia.shop,Suspected,training_set
dc.crsorgi.gov.in.web.lndax.xyz,Suspected,training_set
dc.crsorgi.gov.in.web.php.lndax.xyz,Suspected,training_set
dc.crsorgi.gov.in.web.phpii.site,Suspected,training_set
dcc.crsorgi.gov.in.viewall.in,Suspected,training_set
www.dc.crsorgi.gov.in.crs.xpsdigi.solutions,Suspected,training_set
www.dc.crsorgi.gov.in.indxn.xyz,Suspected,training_set
crsorgi.net,Suspected,training_set
dccrsorgi-gov-in.shop,Phishing,training_set
dccrsorgi-gov-in.today,Phishing,training_set
dccrsorgi.in,Phishing,training_set
dccrsorg.xyz,Phishing,training_set
crsorgigovdc.shop,Phishing,training_set
crsorgin.fun,Phishing,training_set
crsorgigov.xyz,Phishing,training_set
crsorgi-gvo.tech,Phishing,training_set
dc-crsorg.in,Phishing,training_set
crsorgibirth.shop,Phishing,training_set
crsapi.cloud,Suspected,training_set
crs-api.com,Suspected,training_set
crsapi.vip,Suspected,training_set
crsapi.xyz,Suspected,training_set
crsorggi.xyz,Suspected,training_set
crsorgigov.cloud,Suspected,training_set
crsorgigove.fun,Suspected,training_set
crsorgigove.shop,Suspected,training_set
crsorgi-goverment.online,Suspected,training_set
crsorgigovi.shop,Suspected,training_set
crsorgi-gov-in.digital,Suspected,training_set
crs-orgi-govment.online,Suspected,training_set
crsorgi-in.org,Suspected,training_set
crsorgov.com,Suspected,training_set
crsroigov.online,Suspected,training_set
crcorgi-gov.online,Suspected,training_set
crseoigov.online,Suspected,training_set
crsergov.online,Suspected,training_set
crsgovgov.online,Suspected,training_set
crsgovi.tech,Suspected,training_set
crsgoviiorg.site,Suspected,training_set
crsgovlive.xyz,Suspected,training_set
crsorg.space,Suspected,training_set
crsorg-gov.life,Suspected,training_set
crsorggov.tech,Suspected,training_set
crsorgib-gov.xyz,Suspected,training_set
crsorgiclick.cloud,Suspected,training_set
crsorgiegov.com,Suspected,training_set
crsorgi--gov.live,Suspected,training_set
crsorgigov.org,Suspected,training_set
crsorgigovein.website,Suspected,training_set
crsorgigovi.store,Suspected,training_set
crsorgigovin.online,Suspected,training_set
crsorgii.online,Suspected,training_set
crsorginet.site,Suspected,training_set
crsorgovin.org,Suspected,training_set
dc-crsorgi-gov-in.info,Suspected,training_set
dc-crsorgi.online,Suspected,training_set
dccrsorggov.xyz,Suspected,training_set
dccrsorggovin.xyz,Suspected,training_set
dccrsorgi-gov-in.live,Suspected,training_set
crsorgi.info,Suspected,training_set
crsorgi.org.in,Suspected,training_set
crsorgi-gov1.in,Suspected,training_set
crsorgii.in,Suspected,training_set
crsorgiisite.co.in,Suspected,training_set
crsorgs.in,Suspected,training_set
csrogir-gov.online,Suspected,training_set
dc-crsorg.co.in,Suspected,training_set
dccrsorgg.in,Suspected,training_set
crsorgigoovi.live,Suspected,training_set
crsorgi-gov-in.buzz,Suspected,training_set
crsorgi-gov-in-web.online,Suspected,training_set
crsorgigovt.xyz,Suspected,training_set
crsorgio.online,Suspected,training_set
dccrsorgi.live,Suspected,training_set
rgdccrsorgi.xyz,Suspected,training_set
crsgov-in.shop,Suspected,training_set
crsorgigoov.info,Suspected,training_set
crsorgi-gov-in-index-web.shop,Suspected,training_set
crsorgi-gov-in-viawcert.site,Suspected,training_set
acscrsorgi.in,Suspected,training_set
crsgov-co.in,Suspected,training_set
crsorgigovs.co.in,Suspected,training_set
crsorgovs.in,Suspected,training_set
dccrsorgi.co.in,Suspected,training_set
crsorggi.co.in,Suspected,training_set
crsorgi-gov-in-index.online,Suspected,training_set
crsgovorg.in,Suspected,training_set
auths.info,Suspected,training_set
dcindex.xyz,Suspected,training_set
inbex.info,Suspected,training_set
workfast.in,Suspected,training_set
verifycertificatecrs.live,Suspected,training_set
crsorgi-gov-in.live,Suspected,training_set
crsorgigov-in.online,Suspected,training_set
dc-crsorgii-gov.online,Suspected,training_set
dc-crsorgii-goiv.in,Suspected,training_set
dccrsorgigoov.in,Suspected,training_set
crsorgi-gov-in-index.site,Suspected,training_set
crsorg.fun,Suspected,training_set
crsorgigo.site,Suspected,training_set
csrorgi.info,Suspected,training_set
crsorgiio.store,Suspected,training_set
crsorgonlinebirthdeth.in,Suspected,training_set
crsorgi-gove.shop,Suspected,training_set
dccrsorggovrk.xyz,Suspected,training_set
dccrsorgigov.shop,Suspected,training_set
crsorgigovv.xyz,Suspected,training_set
crsorg.buzz,Suspected,training_set
crsorgigov-certificate.xyz,Suspected,training_set
crsorgonline.xyz,Suspected,training_set
dc-crsorgi-gov.online,Suspected,training_set
crsorgi-gov-xyz.in,Suspected,training_set
crsorgie.org.in,Suspected,training_set
crsorgi-gov.online,Suspected,training_set
crsorgig.org.in,Suspected,training_set
dc-crsorgi-in.site,Suspected,training_set
crsgovernment.tech,Suspected,training_set
crsorgii.store,Suspected,training_set
dc-crsorgie-gov.xyz,Suspected,training_set
dc-crsorgii-gov.xyz,Suspected,training_set
crsogi-gov-in.website,Suspected,training_set
acadmey.mange.project.indaxs.in,Suspected,training_set
dc-crsorgi-gov-in.ja-ai.shop,Suspected,training_set
dc.crsorgi.gov-in.live,Suspected,training_set
dc.crsorgi.gov.in.lndex.pl,Suspected,training_set
mail.dc.crsorgi.gov.in.web.phpii.site,Suspected,training_set
ww25.cpanel.crsorgi.gov.in.index.php.recidenceup.xyz,Suspected,training_set
ww25.crsorgi.gov.in.bdvr.co,Suspected,training_set
www.dc.crsorgi.gov.in.sevamaster.shop,Suspected,training_set
www.dcr.crsorgi.gov.in.viewall.in,Suspected,training_set
crsorgi-govs.in,Suspected,training_set
crsorgidc.co.in,Suspected,training_set
crsorgigoov.co.in,Suspected,training_set
crsorgii-govi.in,Suspected,training_set
hdfcl.in,Suspected,training_set
hdfcbanklogin.com,Phishing,training_set
myhdfccard.com,Phishing,training_set
hdfcardcare.com,Phishing,training_set
hdrewardcard.com,Phishing,training_set
hdfcbank.red,Suspected,training_set
hdfcbank.city,Suspected,training_set
hdfcbanks.live,Suspected,training_set
hdfcbd.com,Suspected,training_set
hdfcrewardz.in,Suspected,training_set
myhdfc.in,Suspected,training_set
hdfc-home-loan-538066002.today,Suspected,training_set
hdfcvg.com,Suspected,training_set
hdfcsec.co.in,Suspected,training_set
hdfcbank.services,Suspected,training_set
hdfccredilaloan.net,Suspected,training_set
hdfc-home-253888985.click,Suspected,training_set
hdfc-home-336577138.click,Suspected,training_set
hdfcsupport.info,Suspected,training_set
hdfc-bank-internet-banking.cfd,Suspected,training_set
hdfc-sif.in,Suspected,training_set
hdfcsif.in,Suspected,training_set
hdfc-bank.cfd,Suspected,training_set
hd23-df3.firebaseapp.com,Phishing,training_set
hd09-fc98.firebaseapp.com,Phishing,training_set
hd5h-mk5.firebaseapp.com,Phishing,training_set
ewew-b4d13.firebaseapp.com,Phishing,training_set
hd15-nmh1.firebaseapp.com,Phishing,training_set
h-11av.firebaseapp.com,Phishing,training_set
hdiy-3a.firebaseapp.com,Phishing,training_set
bfse-5378c.firebaseapp.com,Phishing,training_set
hd-1fa.firebaseapp.com,Phishing,training_set
hd2-fy.firebaseapp.com,Phishing,training_set
hdfccapital.net,Phishing,training_set
hdfcbankvyapar.com,Phishing,training_set
hdfcbankdinersclub.in,Suspected,training_set
hdfcmutualfund.co.in,Suspected,training_set
hdfcmutualfunds.co.in,Suspected,training_set
hdfcbankabslitraining.in,Suspected,training_set
hdfcalerts.in,Suspected,training_set
hdfcpay.in,Suspected,training_set
hdfcmfsipsaheli.in,Suspected,training_set
ahdfcy.com,Suspected,training_set
hdfc-bank.in,Suspected,training_set
hdfcbank.app,Suspected,training_set
hdfcbank.ninja,Suspected,training_set
hdfcbank.pink,Suspected,training_set
hdfcbank.science,Suspected,training_set
hdfcbank.sale,Suspected,training_set
hdfcbank.bet,Suspected,training_set
hdfcbank.bingo,Suspected,training_set
hdfcbank.black,Suspected,training_set
hdfcbank.business,Suspected,training_set
hdfcbank.buzz,Suspected,training_set
hdfcbank.cash,Suspected,training_set
hdfcbank.chat,Suspected,training_set
hdfcbank.cheap,Suspected,training_set
hdfcbank.construction,Suspected,training_set
hdfcbank.directory,Suspected,training_set
hdfcbank.florist,Suspected,training_set
hdfcbank.furniture,Suspected,training_set
hdfcbank.gifts,Suspected,training_set
hdfcbank.golf,Suspected,training_set
hdfcbank.industries,Suspected,training_set
hdfcbank.institute,Suspected,training_set
hdfcbank.marketing,Suspected,training_set
hdfcbank.news,Suspected,training_set
hdfcbank.camp,Suspected,training_set
hdfcbank.careers,Suspected,training_set
hdfcbank.contact,Suspected,training_set
hdfcbank.engineer,Suspected,training_set
hdfcbank.live,Suspected,training_set
hdfcbank.coach,Suspected,training_set
hdfcbank.computer,Suspected,training_set
hdfcbank.events,Suspected,training_set
hdfcbank.clinic,Suspected,training_set
hdfcbank.delivery,Suspected,training_set
hdfcbank.faith,Suspected,training_set
hdfcbank.football,Suspected,training_set
hdfcbank.fund,Suspected,training_set
hdfcbank.irish,Suspected,training_set
hdfcbank.kaufen,Suspected,training_set
hdfcbank.markets,Suspected,training_set
hdfcbank.media,Suspected,training_set
hdfcbank.solar,Suspected,training_set
hdfcbank.singles,Suspected,training_set
hdfcbank.party,Suspected,training_set
hdfcbank.pizza,Suspected,training_set
hdfcbank.school,Suspected,training_set
hdfcbank-ypb.in,Suspected,training_set
hdfcbankfinance.net,Suspected,training_set
hdfcsecurities.in,Suspected,training_set
hdfcorg.co.in,Suspected,training_set
yyhdfcci.shop,Suspected,training_set
hdfcai.net,Suspected,training_set
hdfcbank.today,Suspected,training_set
hdfconline.co.in,Suspected,training_set
hdfc-story.xyz,Suspected,training_set
hdfcbankinfo.co.in,Suspected,training_set
hdfc-banking.co.in,Suspected,training_set
hdfcco.co.in,Suspected,training_set
hdfc-loans.in,Suspected,training_set
hdfcbank.store,Suspected,training_set
hdfc.net.in,Suspected,training_set
hdfcm.com,Suspected,training_set
alerts-hdfcbank.net,Suspected,training_set
thehdfc.co.in,Suspected,training_set
thehdfc.net.in,Suspected,training_set
thehdfc.in,Suspected,training_set
hffcbank.com,Suspected,training_set
hdfcbank.poker,Suspected,training_set
hdfcbanknet.info,Suspected,training_set
hdfcpolicy.in,Suspected,training_set
dchdfcbank.com,Suspected,training_set
hdfcbank.games,Suspected,training_set
hdfcbank.support,Suspected,training_set
hdfbank.com,Suspected,training_set
hdfcbak.com,Suspected,training_set
hdfcbani.com,Suspected,training_set
hdfcbank.ltd,Suspected,training_set
hdfcbank.uk,Suspected,training_set
hdfcbanki.com,Suspected,training_set
hdfcbanl.com,Suspected,training_set
hdfcbsnk.com,Suspected,training_set
hdfcbwnk.com,Suspected,training_set
hdfcnank.com,Suspected,training_set
hdfcergopolicyrenewalinsurances.in,Suspected,training_set
hdfcbankonline.in,Suspected,training_set
hdfc.ind.in,Suspected,training_set
hdfcbankltd.in,Suspected,training_set
hdfcsa1es.co.in,Suspected,training_set
loginhdfc.in,Suspected,training_set
mycardhdfc.in,Suspected,training_set
hdfcodes.site,Suspected,training_set
hdfcretail.in,Suspected,training_set
hdfcsales.info,Suspected,training_set
hdfchousingfinance.com,Suspected,training_set
hdfcbank.netportall.com,Suspected,training_set
hdfccareer.in,Suspected,training_set
hdfc.com.in,Suspected,training_set
hdfcergorenewal.in,Suspected,training_set
hdfcsecurities.co.in,Suspected,training_set
myaccounthdfclife.co.in,Suspected,training_set
hdfcbankloan.in,Suspected,training_set
hdfcbankcreditcard.in,Suspected,training_set
hdfcincrase.today,Suspected,training_set
hdfcbanking.org,Suspected,training_set
hdfcergoinsurancerenewal.in,Suspected,training_set
workonlinehdfcbank.com,Suspected,training_set
xhdfc.com,Suspected,training_set
hdfc-bonus.cfd,Suspected,training_set
hd94-fc67.firebaseapp.com,Phishing,training_set
whsh01-ksj18.firebaseapp.com,Phishing,training_set
hcfc-b6a51.firebaseapp.com,Phishing,training_set
sks08-akwo22.firebaseapp.com,Phishing,training_set
hdx6-hdr6.firebaseapp.com,Phishing,training_set
hdsxd1.firebaseapp.com,Phishing,training_set
hda18-ms1.firebaseapp.com,Phishing,training_set
hd31-md1.firebaseapp.com,Phishing,training_set
hd22-mu2x.firebaseapp.com,Phishing,training_set
hd21-mkw1.firebaseapp.com,Phishing,training_set
hd4s-kp4d.firebaseapp.com,Phishing,training_set
hd3s-kour4.firebaseapp.com,Phishing,training_set
hdec-f13ed.firebaseapp.com,Phishing,training_set
jsjjs09-d097e.firebaseapp.com,Phishing,training_set
hd1-mka1.firebaseapp.com,Phishing,training_set
hd2a-mkae2.firebaseapp.com,Phishing,training_set
hd1-mkd1.firebaseapp.com,Phishing,training_set
hbcd-f016c.firebaseapp.com,Phishing,training_set
hd-mkf24.firebaseapp.com,Phishing,training_set
hd4w-kfd4.firebaseapp.com,Phishing,training_set
hd8r-mkfd8s.firebaseapp.com,Phishing,training_set
hd6-ms6d.firebaseapp.com,Phishing,training_set
hd4-mfh4d.firebaseapp.com,Phishing,training_set
hd3-md3x.firebaseapp.com,Phishing,training_set
hxz-55yt.firebaseapp.com,Phishing,training_set
trde-bef50.firebaseapp.com,Phishing,training_set
aaaqq-89cae.firebaseapp.com,Phishing,training_set
hd-1wi.firebaseapp.com,Phishing,training_set
hdasw-44086.firebaseapp.com,Phishing,training_set
hyt-1fa.firebaseapp.com,Phishing,training_set
yuhh-b49cd.firebaseapp.com,Phishing,training_set
awsz-81822.firebaseapp.com,Phishing,training_set
ljhy-128fd.firebaseapp.com,Phishing,training_set
nmcv-5cc34.firebaseapp.com,Phishing,training_set
dfkjd-b7601.firebaseapp.com,Phishing,training_set
hgjk-7354f.firebaseapp.com,Phishing,training_set
kilik-eb4d5.firebaseapp.com,Phishing,training_set
dfjf-b29b1.firebaseapp.com,Phishing,training_set
mnjde-b2973.firebaseapp.com,Phishing,training_set
fekjre-df4e4.firebaseapp.com,Phishing,training_set
fyyu-3f1de.firebaseapp.com,Phishing,training_set
ewkw-a4ef1.firebaseapp.com,Phishing,training_set
erwe-3b3d0.firebaseapp.com,Phishing,training_set
dfkdd-b3641.firebaseapp.com,Phishing,training_set
jai-amma.firebaseapp.com,Phishing,training_set
radhe--jai.firebaseapp.com,Phishing,training_set
ukfr-c5da9.firebaseapp.com,Phishing,training_set
shya-pjt9.firebaseapp.com,Phishing,training_set
hd-ujfc1.firebaseapp.com,Phishing,training_set
dfg-kmn.firebaseapp.com,Phishing,training_set
rane-1d1ee.firebaseapp.com,Phishing,training_set
hdfcergoinsurancerenewpolicy.in,Suspected,training_set
hdfcergorenewhealthinsurancepolicy.in,Suspected,training_set
hdfcergohealthinsurancerenewyourpolicyhere.in,Suspected,training_set
hdfcergogeneralhealthinsurance.in,Suspected,training_set
hdfcergopolicyrenewhere.in,Suspected,training_set
hdfcergopolicyrenewinsurances.in,Suspected,training_set
hdfcergorenewinsurancehere.in,Suspected,training_set
hdfcergorenewalpolicy.in,Suspected,training_set
hdfcergopolicyrenewalinsurance.in,Phishing,training_set
el-hdfclife.in,Suspected,training_set
hdfclife-el.in,Suspected,training_set
el-hdfclife.co.in,Suspected,training_set
loginicici.com,Phishing,training_set
icici-india.com,Phishing,training_set
icicilogin.com,Phishing,training_set
country3.icicibank.adobecqms.net,Phishing,training_set
icicibctk.icu,Phishing,training_set
icicibank-coin.buzz,Phishing,training_set
icicibank-coin.top,Phishing,training_set
icicincion.top,Phishing,training_set
icicibank-nwnb.top,Phishing,training_set
icici-paypoint.cfd,Phishing,training_set
icici-paypoint.sbs,Phishing,training_set
icici-paypoint.top,Phishing,training_set
icici-paypoints.cfd,Phishing,training_set
icici-paypoints.sbs,Phishing,training_set
icici-paylink.cfd,Phishing,training_set
icici-paylink.xyz,Phishing,training_set
imobileservices.online,Phishing,training_set
country1.icicibank.adobecqms.net,Phishing,training_set
icicibahnk.com,Suspected,training_set
icicibajnk.com,Suspected,training_set
icicibanc.com,Suspected,training_set
icicibasnk.com,Suspected,training_set
icicibamnk.com,Suspected,training_set
iciciappstore.in,Suspected,training_set
icicicardapp.co.in,Suspected,training_set
icicidirectfin.in,Suspected,training_set
icicifin.in,Suspected,training_set
icicibank.tech,Suspected,training_set
iciciinfor.website,Suspected,training_set
icicicoins.sbs,Suspected,training_set
icici-game.in,Suspected,training_set
icicichest.in,Suspected,training_set
icicicarloans.in,Suspected,training_set
icici-paylink.sbs,Suspected,training_set
icicib.co.in,Suspected,training_set
iciciback.top,Suspected,training_set
icicibank.online,Suspected,training_set
icicibank.website,Suspected,training_set
icicibazk.top,Suspected,training_set
icicibxek.shop,Suspected,training_set
icicibxsak.shop,Suspected,training_set
icicibxsek.shop,Suspected,training_set
icicibxsrk.shop,Suspected,training_set
iciciibank.top,Suspected,training_set
icici.homes,Suspected,training_set
icicibankcareer.xyz,Suspected,training_set
icicibankpersonalloan.xyz,Suspected,training_set
points-icici.cfd,Suspected,training_set
points-icici.click,Suspected,training_set
points-icici.top,Suspected,training_set
points-icici.xyz,Suspected,training_set
icici.xyz,Suspected,training_set
icicimua520.xyz,Suspected,training_set
imobile.services,Suspected,training_set
icicilbank.vip,Suspected,training_set
icicillbank.vip,Suspected,training_set
iciciibank.vip,Suspected,training_set
icicibanka.sbs,Suspected,training_set
icicirewardspro.in,Phishing,training_set
icicibak.com,Phishing,training_set
icicirewardstore.in,Suspected,training_set
icicipruamc.co.in,Suspected,training_set
icicicreditcards.in,Suspected,training_set
mycardicici.in,Suspected,training_set
icicipruamc.in,Suspected,training_set
icicicard.xyz,Suspected,training_set
iciciapp.in,Suspected,training_set
mycardicici.co.in,Suspected,training_set
icici-bank.org.in,Suspected,training_set
icicibankstatement.co.in,Suspected,training_set
iciciapp.co.in,Suspected,training_set
iciciicard.in,Suspected,training_set
cardiciciapply.co.in,Suspected,training_set
icicibankcarrers.in,Suspected,training_set
icicimyrewards.net,Suspected,training_set
icicisavingsreward.net,Suspected,training_set
icicibank.auction,Suspected,training_set
icicibank.boutique,Suspected,training_set
icicibank.buzz,Suspected,training_set
icici.direct,Suspected,training_set
icicibank.chat,Suspected,training_set
icicibank.florist,Suspected,training_set
infoicicibank.xyz,Suspected,training_set
icicidemafinance.in,Suspected,training_set
icicico.in,Suspected,training_set
icicidemat.co.in,Suspected,training_set
icici-demat-168169687.click,Suspected,training_set
theicici.co.in,Suspected,training_set
icicibank.bingo,Suspected,training_set
icicibank.bond,Suspected,training_set
icicibank.college,Suspected,training_set
icicibank.download,Suspected,training_set
icicibank.engineer,Suspected,training_set
icicibank.events,Suspected,training_set
icicibank.football,Suspected,training_set
icicibank.furniture,Suspected,training_set
icicibank.gifts,Suspected,training_set
icicibank.global,Suspected,training_set
icicibank.golf,Suspected,training_set
icicibank.group,Suspected,training_set
icicibank.hockey,Suspected,training_set
icicibank.homes,Suspected,training_set
icicibank.industries,Suspected,training_set
icicibank.institute,Suspected,training_set
icicibank.kaufen,Suspected,training_set
icicibank.mba,Suspected,training_set
icicibank.plumbing,Suspected,training_set
icicibank.sbs,Suspected,training_set
icicibank.singles,Suspected,training_set
icicibank.media,Suspected,training_set
icicibank.men,Suspected,training_set
icicibank.rentals,Suspected,training_set
icicibank.run,Suspected,training_set
icicibank.sale,Suspected,training_set
icicibank.solar,Suspected,training_set
icicibank.studio,Suspected,training_set
icicibank.taxi,Suspected,training_set
icicibank.team,Suspected,training_set
icicibank.tools,Suspected,training_set
icicibank.vin,Suspected,training_set
icicibank.voyage,Suspected,training_set
icicibank.works,Suspected,training_set
icicibank.zone,Suspected,training_set
icicibamk.com,Suspected,training_set
icici.today,Suspected,training_set
icicbank.com,Suspected,training_set
icicibanj.com,Suspected,training_set
icicibank.live,Suspected,training_set
icicibannk.com,Suspected,training_set
icicipank.com,Suspected,training_set
iicicibank.com,Suspected,training_set
icicibank.poker,Suspected,training_set
icici.cash,Suspected,training_set
icicidirect.shop,Suspected,training_set
icicidirect.website,Suspected,training_set
iciciamc.in,Suspected,training_set
iciciloan.ltd,Suspected,training_set
icicinetbanking.in,Suspected,training_set
rewardicicimobile.in,Suspected,training_set
icicistoreapp.in,Suspected,training_set
icici-services.co.in,Suspected,training_set
icicibvank.com,Suspected,training_set
icicibwnk.com,Suspected,training_set
icicikbank.com,Suspected,training_set
iciciubank.com,Suspected,training_set
licicibank.com,Suspected,training_set
iciciprolife.com,Suspected,training_set
icicispor.in,Suspected,training_set
icicibank.ind.in,Suspected,training_set
icicicreditcard.com,Suspected,training_set
icicifastag.co.in,Suspected,training_set
icicifastag.in,Suspected,training_set
theicicirwd.co.in,Suspected,training_set
icici.online,Suspected,training_set
icicistoreapp.co.in,Suspected,training_set
icici-direct.info,Suspected,training_set
icicipru.in,Suspected,training_set
icicipru-amc.in,Suspected,training_set
icici-bank.sbs,Suspected,training_set
icici-direct.in,Suspected,training_set
icicisecurities.org.in,Suspected,training_set
icicibank-coin.cfd,Suspected,training_set
icicibank-in.homes,Suspected,training_set
